mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
146.31076065699258,0.26175419003622746,0.5968354543050131,0.029762586325605973,0.6,1,5,1.5,0.8,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.635571911083239,0.6288819987593948,0.6356670794073533,0.633373663083329,0.003176323928868771,5
119.67942198117574,1.9432302796430223,0.8056542078653971,0.11599223257055323,0.6,5,5,1.5,0.6,"{'subsample': 0.6, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.6}",0.6364249057980854,0.6295382999091224,0.6372557009197766,0.6344063022089949,0.0034588668594622007,4
135.36677614847818,0.9847310360296299,0.5092048645019531,0.047740642351449564,1.0,1,4,10,1.0,"{'subsample': 1.0, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 10, 'colsample_bytree': 1.0}",0.6394143451226285,0.6324712447960771,0.6420421608113138,0.6379759169100064,0.004037525243250628,3
69.18773500124614,0.09350597402534527,0.547057310740153,0.02555096432127657,0.6,1,3,10,0.6,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 10, 'colsample_bytree': 0.6}",0.6403840428720117,0.633635881373989,0.641327445488569,0.6384491232448566,0.0034251983012994047,2
75.55874689420064,3.301355150568513,0.373383363087972,0.06671636205286324,1.0,5,4,5,0.6,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 0.6}",0.6401698749761392,0.6327366375773935,0.6435973167714354,0.6388346097749894,0.00453326872554634,1
